Date,Fuel_Used_Liters,Coal_Mined_Tonnes,CO2_Emitted_kg,Trapped_Carbon_kg,Potential_CO2_from_Coal_kg
2000-02-04,25013.07365094321,75551.8311876043,67035.03738452781,26443140.915661506,97046327.16047773
2000-02-05,21179.87791991809,69085.49321333063,56762.072825380485,24179922.62466572,88740316.03252319
2000-02-06,31374.86822108368,73405.27097168565,84084.64683250427,25691844.840089977,94289070.56313021
2000-02-07,28604.197567627973,59534.15397967686,76659.24948124296,20836953.892886903,76471620.78689493
2000-02-08,27611.032065520638,70716.97152648623,73997.56593559531,24750940.03427018,90835949.92577155
2000-02-09,27712.39466383866,67863.56393285407,74269.2176990876,23752247.376498923,87170747.87175104
2000-02-10,24774.907966483257,68617.99095884916,66396.75335017513,24016296.835597206,88139809.38664174
2000-02-11,28160.153484934144,66555.25128019408,75469.2113396235,23294337.948067926,85490220.26940928
2000-02-12,24194.385265021123,60994.36666892684,64840.95251025661,21348028.334124394,78347263.98623653
2000-02-13,26707.116174998664,62561.91659293098,71575.07134899643,21896670.807525843,80360781.86361985
2000-02-14,28787.583398818264,78065.76492794404,77150.72350883295,27323017.72478041,100275475.0499441
2000-02-15,26829.258240865787,62781.96258881201,71902.41208552031,21973686.906084206,80643430.94532904
2000-02-16,20489.871732670646,79036.0613165448,54912.85624355733,27662621.46079068,101521820.76110178
2000-02-17,27242.063617304477,77407.4709132233,73008.730494376,27092614.819628153,99429896.38803531
2000-02-18,29134.896403822095,63395.53841042474,78081.52236224322,22188438.44364866,81431569.08819057
2000-02-19,25546.265056872042,67436.74825380422,68463.99035241708,23602861.888831478,86622503.13201152
2000-02-20,24498.43207753512,66324.13353041855,65655.79796779412,23213446.73564649,85193349.51982261
2000-02-21,26112.77201824117,66053.8837309816,69982.22900888634,23118859.30584356,84846213.65244585
2000-02-22,25645.22297287728,71491.67546399205,68729.19756731112,25022086.41239722,91831057.1334978
2000-02-23,27187.968259193643,61870.583696096226,72863.75493463897,21654704.293633677,79472764.7576356
2000-02-24,28671.733448161754,70981.25199073432,76840.2456410735,24843438.19675701,91175418.18209822
2000-02-25,28544.76824951557,63384.382360031595,76499.97890870174,22184533.826011058,81417239.14146058
2000-02-26,26391.94819168034,66683.78775666043,70730.42115370333,23339325.71483115,85655325.37343033
2000-02-27,25028.983090267426,64774.3355033809,67077.6746819167,22671017.426183313,83202633.95409276
2000-02-28,27699.304632629694,63913.77906153563,74234.13641544759,22369822.671537466,82097249.2045425
2000-02-29,31196.27157667426,74574.56556998575,83606.00782548702,26101097.94949501,95791029.47464669
2000-03-01,27944.76205166122,64265.110131703324,74891.96229845207,22492788.54609616,82548533.96417291
2000-03-02,28710.639496914755,73158.64430990058,76944.51385173155,25605525.5084652,93972278.61606729
2000-03-03,30879.79369776192,69146.06675081208,82757.84711000195,24201123.36278423,88818122.74141812
2000-03-04,27619.179624614993,67928.98024940804,74019.40139396819,23775143.087292813,87254775.13036463
2000-03-05,28848.944468079917,76309.4322633975,77315.17117445418,26708301.292189125,98019465.74233408
2000-03-06,28021.85157354432,67491.2698381048,75098.56221709879,23621944.443336677,86692536.1070456
2000-03-07,32179.14853812041,64849.402110158015,86240.1180821627,22697290.7385553,83299057.01049796
2000-03-08,30568.659624896736,62655.07586466226,81924.00779472326,21929276.552631788,80480444.94815867
2000-03-09,27775.782101755438,56424.39694195319,74439.09603270458,19748538.929683615,72477137.87193887
2000-03-10,32136.555721179164,65773.97127859102,86125.96933276017,23020889.947506856,84486666.10735016
2000-03-11,28760.93369919023,56562.846208595765,77079.30231382983,19796996.173008516,72654975.95494126
2000-03-12,27764.023446680763,61867.80419182948,74407.58283710445,21653731.467140317,79469194.48440497
2000-03-13,27920.75809076143,60527.33552129222,74827.63168324063,21184567.432452276,77747362.47709985
2000-03-14,31825.930956642012,61522.69234035364,85293.4949638006,21532942.319123775,79025898.31118426
2000-03-15,30997.623646943634,52268.05775655397,83073.63137380894,18293820.214793887,67138320.18829356
2000-03-16,29899.791714651008,64413.58702769601,80131.4417952647,22544755.459693603,82739252.53707552
2000-03-17,28613.754873243397,59420.82788866084,76684.86306029231,20797289.761031292,76326053.42298484
2000-03-18,31584.736683784668,60906.20674383195,84647.09431254292,21317172.36034118,78234022.56245212
2000-03-19,25622.957736578064,68800.69792485697,68669.52673402922,24080244.27369994,88374496.48447877
2000-03-20,29204.461799902445,54311.862383278814,78267.95762373856,19009151.834147584,69763587.23132163
2000-03-21,30126.3855412035,48209.23538254598,80738.71325042538,16873232.38389109,61924762.8488803
2000-03-22,28641.329182158952,54459.44650203893,76758.762208186,19060806.275713626,69953159.03186901
2000-03-23,31285.122485220156,52802.93414566591,83844.12826039002,18481026.950983066,67825368.91010785
2000-03-24,29770.403175797746,52223.62492545645,79784.68051113797,18278268.723909754,67081246.2167488
2000-03-25,28369.08878901428,53592.936426489556,76029.15795455828,18757527.749271344,68840126.83982584
2000-03-26,29929.664231672432,59899.56779082428,80211.50014088213,20964848.726788495,76940994.82731378
2000-03-27,28607.842575321432,51098.29339877213,76669.01810186144,17884402.689570244,65635757.87072279
2000-03-28,29354.656184469663,48414.11158659396,78670.4785743787,16944939.055307884,62187926.33297993
2000-03-29,30196.73596448543,42755.13621719487,80927.25238482095,14964297.676018203,54918972.470986806
2000-03-30,31082.99433232088,49850.55741662827,83302.42481061997,17447695.095819894,64033041.00165901
2000-03-31,27683.20652725916,43897.23115395179,74190.99349305456,15364030.903883127,56385993.41725108
2000-04-01,27725.41198858998,48112.1359988029,74304.10412942116,16839247.599581014,61800038.69046232
2000-04-02,30706.533940467645,44719.51202308355,82293.51096045329,15651829.208079243,57442213.19365082
2000-04-03,30406.550906248718,53050.79180859952,81489.55642874657,18567777.13300983,68143742.07814607
2000-04-04,29913.718652761592,50071.19028746355,80168.76598940107,17524916.60061224,64316443.92424693
2000-04-05,29980.375792281266,48104.03010545459,80347.4071233138,16836410.536909107,61789626.670456424
2000-04-06,29134.243643363036,42750.65271871318,78079.77296421294,14962728.451549612,54913213.41718707
2000-04-07,30967.01989804883,41681.409648897745,82991.61332677088,14588493.37711421,53539770.69400915
2000-04-08,29905.957423440632,51013.72414191029,80147.9658948209,17854803.449668597,65527128.66028375
2000-04-09,31261.88788392963,40861.658145783345,83781.85952893141,14301580.35102417,52486799.8882587
2000-04-10,29901.15187134028,51017.92252622111,80135.08701519195,17856272.884177387,65532521.48493101
2000-04-11,28750.093638130893,44938.27009137904,77050.25095019079,15728394.531982662,57723207.93237637
2000-04-12,31538.548648364518,45220.951328401476,84523.31037761692,15827332.964940516,58086311.98133169
2000-04-13,30369.190065416286,37610.05682761238,81389.42937531565,13163519.889664331,48310117.995068096
2000-04-14,29296.239697082478,39310.04365033814,78513.92238818105,13758515.277618349,50493751.06885934
2000-04-15,29705.925592994052,41579.10005481446,79611.88058922406,14552685.019185059,53408354.02040917
2000-04-16,23867.258100586063,35894.17249177906,63964.25170957065,12562960.372122673,46106064.56569021
2000-04-17,29283.781833236757,35752.992740550384,78480.5353130745,12513547.459192634,45924719.17523696
2000-04-18,26972.635834613633,29203.36034472625,72286.66403676455,10221176.120654186,37511716.36280087
2000-04-19,27593.67934104297,37757.45917898534,73951.06063399516,13215110.712644866,48499456.31540666
2000-04-20,28518.039430295692,34078.177420971355,76428.34567319245,11927362.097339975,43773418.8972377
2000-04-21,32722.05438124357,36288.36288729024,87695.10574173278,12700927.010551583,46612402.12872431
2000-04-22,28295.259895939587,38939.632626189006,75831.2965211181,13628871.419166151,50017958.10833977
2000-04-23,24728.387227096475,38756.75226506155,66272.07776861856,13564863.292771542,49783048.28447156
2000-04-24,29596.942066916163,41968.68730358537,79319.80473933532,14689040.556254879,53908778.8414554
2000-04-25,32575.239732584087,31151.08978129585,87301.64248332535,10902881.423453547,40013574.824074514
2000-04-26,30056.67921720633,26820.95572003138,80551.90030211296,9387334.502010982,34451517.6223803
2000-04-27,29384.734812779574,36011.367148287914,78751.08929824927,12603978.50190077,46256601.10197582
2000-04-28,31171.462494121362,38423.88271814556,83539.51948424526,13448358.951350946,49355477.35145797
2000-04-29,28336.020569413246,34369.120415853395,75940.5351260275,12029192.145548688,44147135.174163684
2000-04-30,29017.239526930007,36174.36829229781,77766.20193217242,12661028.902304232,46465976.07145653
2000-05-01,30181.69593236887,23547.31207961808,80886.94509874858,8241559.227866328,30246522.366269425
2000-05-02,30903.47851634344,30819.50102421031,82821.32242380042,10786825.358473606,39587649.06559814
2000-05-03,25814.944076970667,26184.044806519385,69184.05012628139,9164415.682281785,33633405.55397415
2000-05-04,31845.26192979156,35440.73755278552,85345.30197184139,12404258.143474929,45523627.38655299
2000-05-05,27616.028623095208,26707.92017117891,74010.95670989517,9347772.059912618,34306323.45987931
2000-05-06,26693.6467249258,24325.569961956608,71538.97322280114,8513949.486684812,31246194.61613326
2000-05-07,28153.371250723776,31218.40606270222,75451.03495193973,10926442.121945776,40100042.587541
2000-05-08,26168.409480106486,39134.609390185484,70131.33740668539,13697113.286564918,50268405.76169325
2000-05-09,31319.389282915712,34785.438362887326,83935.96327821411,12174903.427010562,44681895.57712876
2000-05-10,25821.411435869108,34160.259794026984,69201.38264812922,11956090.927909445,43878853.70542766
2000-05-11,27810.98717551641,24357.114571414124,74533.44563038398,8524990.099994943,31286713.66698144
2000-05-12,25371.00358462443,29388.123893058953,67994.28960679348,10285843.362570632,37749045.14063422
2000-05-13,25195.99146923962,29964.43945762526,67525.25713756218,10487553.81016884,38489322.48331964
2000-05-14,30797.09014594057,23775.079038842006,82536.20159112073,8321277.663594702,30539089.02539256
2000-05-15,27751.0273385388,30235.665574357397,74372.75326728399,10582482.95102509,38837712.430262074
2000-05-16,24103.160491918512,27285.098549700495,64596.47011834162,9549784.492395172,35047709.08709028
2000-05-17,26709.689945587932,22081.423918292312,71581.96905417566,7728498.371402309,28363589.023046475
2000-05-18,28677.399828342164,33504.00953315099,76855.431539957,11726403.336602844,43035900.245332435
2000-05-19,25054.407687380684,39134.70605499453,67145.81260218023,13697147.119248085,50268529.92764047
2000-05-20,26925.749604045766,35154.44004329541,72161.00893884266,12304054.015153393,45155878.23561295
2000-05-21,22400.396896644746,26844.307485653735,60033.063683007924,9395507.619978806,34481512.96532222
2000-05-22,29911.615902011654,35815.34755094829,80163.13061739123,12535371.642831901,46004813.92919308
2000-05-23,30476.845433852373,30135.645460850392,81677.94576272437,10547475.911297636,38709236.59446232
2000-05-24,27397.399353177378,32243.096913498055,73425.03026651537,11285083.91972432,41416257.98538825
2000-05-25,27188.512625006406,20648.513838639337,72865.21383501717,7226979.843523768,26523016.025732227
2000-05-26,25932.885846069516,32047.46129424272,69500.13406746631,11216611.452984951,41164964.032454774
2000-05-27,26720.73772180417,34897.416103222065,71611.57709443518,12214095.636127722,44825730.984588735
2000-05-28,26972.69676590457,35412.232632039864,72286.82733262425,12394281.421213953,45487012.815855205
2000-05-29,23693.836466512905,28287.917284826,63499.481730254585,9900771.0496891,36335829.752358995
2000-05-30,27828.535507061155,37769.45727457145,74580.4751589239,13219310.046100006,48514867.86918702
2000-05-31,27534.485846195166,31433.22443349106,73792.42206780305,11001628.55172187,40375976.78481927
2000-06-01,25330.27002264123,37664.953696598524,67885.12366067851,13182733.793809483,48380633.0232808
2000-06-02,22432.33909552535,25712.699040078318,60118.66877600794,8999444.664027411,33027961.916980598
2000-06-03,25154.01010346949,39162.051693083224,67412.74707729823,13706718.092579128,50303655.3997654
2000-06-04,24468.265824309103,28308.186045148446,65574.9524091484,9907865.115801957,36361864.97499318
2000-06-05,28762.68687220601,31242.926706648967,77084.0008175121,10935024.347327137,40131539.3546906
2000-06-06,21306.079645868656,41732.25882266062,57100.293450928,14606290.587931216,53605086.45770756
2000-06-07,24705.072549470333,43467.797883769585,66209.5944325805,15213729.259319354,55834386.38170203
2000-06-08,21040.460652285175,24005.967815483353,56388.43454812427,8402088.735419173,30835665.658988364
2000-06-09,25889.39342055352,43482.48659124254,69383.57436708343,15218870.306934888,55853254.02645104
2000-06-10,22002.27560407804,33996.313170119654,58966.09861892915,11898709.60954188,43668264.2670187
2000-06-11,25463.416877411597,39288.3524166619,68241.95723146308,13750923.345831666,50465888.679202214
2000-06-12,24241.111188346455,26647.513319408063,64966.1779847685,9326629.661792822,34228730.858779654
2000-06-13,22532.00192184617,30777.55997249443,60385.76515054774,10772145.99037305,39533775.784669094
2000-06-14,20664.751310368574,47603.56909043444,55381.533511787784,16661249.181652052,61146784.496663034
2000-06-15,20444.44260005723,42042.471790421514,54791.10616815338,14714865.12664753,54003555.014796436
2000-06-16,22163.406036303226,38831.42368738988,59397.92817729265,13590998.290586457,49878963.7264523
2000-06-17,22743.64619888612,39813.534405710816,60952.9718130148,13934737.041998785,51140484.94413554
2000-06-18,26011.941217096653,30435.5240344419,69712.00246181904,10652433.412054664,39094430.62224062
2000-06-19,19584.222385044624,42989.57941406853,52485.7159919196,15046352.794923985,55220114.75737102
2000-06-20,19046.818060689096,37455.581569371774,51045.47240264678,13109453.54928012,48111694.52585804
2000-06-21,21163.479969116965,44036.89217282644,56718.126317233466,15412912.260489253,56565387.99599556
2000-06-22,22382.371759481684,36243.11740997613,59984.756315410916,12685091.093491644,46554284.31311433
2000-06-23,21257.782656634925,49914.42609269453,56970.8575197816,17470049.132443085,64115080.31606612
2000-06-24,20174.49655436069,45040.46612411545,54067.650765686645,15764163.143440407,57854478.736426294
2000-06-25,23229.92831032906,43510.82306432574,62256.20787168189,15228788.072514009,55889652.22612641
2000-06-26,22210.51214736251,47564.35294559696,59524.17255493153,16647523.530958936,61096411.358619295
2000-06-27,23580.432552467784,51189.44428592941,63195.559240613664,17916305.50007529,65752841.18527632
2000-06-28,18916.546847812944,37962.443880384475,50696.34555213869,13286855.358134566,48762759.164353855
2000-06-29,19216.19670111795,49870.78610612325,51499.40715899611,17454775.137143135,64059024.75331531
2000-06-30,22997.40901842857,56992.71462883191,61633.056169388576,19947450.12009117,73207141.9407346
2000-07-01,19030.748821487483,47176.68135257011,51002.40684158646,16511838.473399537,60598447.197376296
2000-07-02,22007.27216442179,57617.068385164195,58979.4894006504,20165973.93480747,74009124.34074341
2000-07-03,23593.058549870693,49145.889262236116,63229.396913653465,17201061.24178264,63127894.75734229
2000-07-04,18992.600289346665,55616.86518378675,50900.16877544906,19465902.814325362,71439863.32857408
2000-07-05,21360.221252825493,58491.88644937826,57245.39295757232,20472160.25728239,75132828.14422637
2000-07-06,19889.98250497732,55073.354329658,53305.15311333922,19275674.0153803,70741723.6364457
2000-07-07,23008.348158904526,58290.03579185989,61662.373065864136,20401512.52715096,74873550.97464402
2000-07-08,18190.492643606867,61099.275392294156,48750.520284866405,21384746.387302954,78482019.24140184
2000-07-09,20190.39324201003,58907.271683625615,54110.25388858688,20617545.089268964,75666390.4776171
2000-07-10,18349.954949019968,51807.888209424505,49177.879263373514,18132760.873298574,66547232.40500577
2000-07-11,17428.409738540206,62777.77686642193,46708.13809928775,21972221.903247673,80638054.38491896
2000-07-12,15235.82864519976,50030.13659419691,40832.02076913536,17510547.80796892,64263710.45524593
2000-07-13,19420.06685311153,58717.145194440614,52045.7791663389,20551000.818054214,75422173.00225897
2000-07-14,19198.633112110685,54739.57387672526,51452.33674045664,19158850.856853843,70312982.6446536
2000-07-15,17432.950569600634,60375.559021907255,46720.3075265297,21131445.657667536,77552405.56363985
2000-07-16,17909.543701492352,60192.46860899176,47997.57711999951,21067364.013147112,77317225.9282499
2000-07-17,15698.620794526625,68998.97853802255,42072.30372933136,24149642.48830789,88629187.93208995
2000-07-18,15667.446052860369,64149.87795317916,41988.75542166579,22452457.283612706,82400518.23085862
2000-07-19,16222.417680562336,62863.10017040736,43476.07938390706,22002085.059642572,80747652.16888824
2000-07-20,18680.63882929743,66032.97939474843,50064.11206251712,23111542.78816195,84819362.03255434
2000-07-21,12534.147403510346,61626.27211215166,33591.51504140773,21569195.23925308,79158946.52805881
2000-07-22,19331.231784924134,64094.976383368084,51807.701183596684,22433241.734178826,82329997.1644363
2000-07-23,16726.751830786998,66021.17321119661,44827.694906509154,23107410.623918813,84804196.98978204
2000-07-24,18983.52287446415,65479.48813530679,50875.841303563924,22917820.847357374,84108402.50980157
2000-07-25,17674.79348218869,63016.77101168949,47368.44653226569,22055869.85409132,80945042.36451514
2000-07-26,14276.618877025863,69419.37753570212,38261.33859042932,24296782.13749574,89169190.44460937
2000-07-27,17118.789736204235,66517.29307309093,45878.35649302735,23281052.575581823,85441462.95238529
2000-07-28,16648.442537593375,58972.62336993252,44617.82600075025,20640418.17947638,75750334.71867831
2000-07-29,17553.80438584073,66462.408758346,47044.19575405316,23261843.0654211,85370964.05009544
2000-07-30,17590.67176876219,68272.30891046082,47143.00034028267,23895308.11866129,87695780.79548693
2000-07-31,17786.02286241229,67781.17675115695,47666.54127126494,23723411.862904932,87064921.5368611
2000-08-01,18652.278971916265,63582.970075278965,49988.107644735595,22254039.526347637,81672325.06169583
2000-08-02,14441.72878261749,71296.89843277287,38703.83313741488,24953914.451470505,91580866.03689675
2000-08-03,15086.826140863684,67638.80959126909,40432.69405751468,23673583.35694418,86882050.91998515
2000-08-04,14475.04047628911,75937.87392779083,38793.10847645482,26578255.87472679,97542199.06024732
2000-08-05,15273.516059214506,66625.67825439546,40933.023038694875,23318987.38903841,85580683.71777096
2000-08-06,11956.3082564416,70904.24105684306,32042.90612726349,24816484.369895067,91076497.63751489
2000-08-07,15855.150264137535,68868.00866920773,42491.8027078886,24103803.034222707,88460957.13559733
2000-08-08,14118.092569470133,68915.76179898171,37836.48808617996,24120516.629643597,88522296.030792
2000-08-09,15927.078502262331,68699.87489506617,42684.57038606305,24044956.21327316,88244989.3027125
2000-08-10,14727.221044630587,86037.2571016815,39468.952399609974,30113039.985588524,110514856.74710989
2000-08-11,12291.153590016796,63605.51096567962,32940.291621245015,22261928.837987863,81701278.83541545
2000-08-12,17055.424803746915,69733.81689270068,45708.538474041736,24406835.912445232,89573087.798674
2000-08-13,14656.504710582325,73413.99391263723,39279.432624360634,25694897.86942303,94300275.18078253
2000-08-14,14464.404198735918,66505.07342069538,38764.603252612265,23276775.69724338,85425766.8088832
2000-08-15,11852.591959910316,56926.71803018214,31764.94645255965,19924351.31056375,73122369.30976896
2000-08-16,12781.615793423576,70537.39785884993,34254.73032637519,24688089.250597473,90605287.54969272
2000-08-17,13502.369997536787,71497.89576181566,36186.35159339859,25024263.516635478,91839047.1060522
2000-08-18,13336.002255739542,74769.97077952161,35740.48604538198,26169489.772832565,96042027.46629551
2000-08-19,11584.506239644541,70197.6536230816,31046.47672224737,24569178.76807856,90168886.0788483
2000-08-20,13429.789757513343,74657.25382171015,35991.83655013576,26130038.83759855,95897242.53398669
2000-08-21,15512.58806234731,85362.5190392904,41573.73600709079,29876881.663751636,109648155.7059685
2000-08-22,14240.788639228404,62680.020574821974,38165.313553132124,21938007.20118769,80512486.42835882
2000-08-23,11232.19329548245,79814.32851651464,30102.278031892965,27935014.980780125,102521504.97946306
2000-08-24,8712.781471467544,61271.90475637131,23350.25434353302,21445166.664729957,78703761.65955894
2000-08-25,12428.84872468163,73777.81874926567,33309.31458214677,25822236.562242985,94767608.18343176
2000-08-26,10739.583242792547,61941.718267403136,28782.083090684027,21679601.393591095,79564137.11447932
2000-08-27,11253.840072978459,74796.67159603183,30160.291395582273,26178835.05861114,96076324.66510288
2000-08-28,10340.004103355588,65339.57302813037,27711.210996992977,22868850.559845626,83928681.55463345
2000-08-29,14135.404654005722,62910.499780331214,37882.884472735335,22018674.923115924,80808536.96783544
2000-08-30,11660.278970627674,65297.495411983335,31249.54764128217,22854123.394194167,83874632.8566926
2000-08-31,12048.52197850799,67063.24135265169,32290.038902401415,23472134.473428093,86142733.5174811
2000-09-01,10806.146577118046,65887.04104880606,28960.472826676367,23060464.36708212,84631904.22719137
2000-09-02,11870.259226884777,70401.69094192053,31812.2947280512,24640591.829672184,90430972.01489691
2000-09-03,8647.115302275857,68904.87405668871,23174.2690100993,24116705.919841047,88508310.72581664
2000-09-04,9893.056980694044,65466.88185687372,26513.39270826004,22913408.6499058,84092209.74515429
2000-09-05,10435.861499496552,66801.33459506702,27968.108818650762,23380467.108273454,85806314.28736357
2000-09-06,12131.28088781518,60611.02815028147,32511.832779344688,21213859.85259851,77854865.65903653
2000-09-07,11879.411392243896,74750.92749742964,31836.822531213642,26162824.624100372,96017566.37044837
2000-09-08,13139.64763256369,63144.7950774651,35214.255655270696,22100678.277112786,81109489.27700393
2000-09-09,11432.475587346808,49959.6895970185,30639.034574089445,17485891.358956475,64173221.287370265
2000-09-10,11842.474383747358,62435.92936405859,31737.83134844292,21852575.277420506,80198951.26813325
2000-09-11,11680.031944358716,59012.38831878935,31302.485610881362,20654335.91157627,75801412.79548492
2000-09-12,10238.694252107076,60317.23707612079,27439.700595646966,21111032.976642277,77477491.02427715
2000-09-13,10338.714782121408,54920.36501385096,27707.755616085375,19222127.754847836,70545208.86029156
2000-09-14,13252.531092755351,55673.96916808196,35516.783328584344,19485889.208828684,71513213.39640127
2000-09-15,13041.75823338713,64288.98540805056,34951.91206547751,22501144.892817695,82579201.75664094
2000-09-16,6976.020692068063,57248.00799441958,18695.73545474241,20036802.798046853,73535066.26883195
2000-09-17,10044.752209813458,54982.37980789298,26919.93592230007,19243832.932762545,70624866.86323854
2000-09-18,9632.980733391845,57901.82534966527,25816.388365490147,20265638.872382842,74374894.66164503
2000-09-19,14218.655907217457,59148.95693320757,38105.997831342786,20702134.926622648,75976835.18070512
2000-09-20,12843.329303778155,58261.02896371801,34420.122534125454,20391360.137301303,74836291.70389578
2000-09-21,9245.055895407513,57779.208808204196,24776.749799692137,20222723.082871467,74217393.71413828
2000-09-22,10521.797405909017,50911.236041499,28198.41704783617,17818932.61452465,65395482.69530547
2000-09-23,10586.548675580876,49694.61937443416,28371.95045055675,17393116.781051956,63832738.58646068
2000-09-24,9870.853631478425,47835.56622626811,26453.887732362182,16742448.179193836,61444784.81764138
2000-09-25,10655.24968641759,55082.00282199541,28556.069159599145,19278700.98769839,70752832.62485309
2000-09-26,7535.014464673488,52559.32881903499,20193.83876532495,18395765.086662248,67512457.86805044
2000-09-27,8445.431215195142,45274.05369338718,22633.75565672298,15845918.792685512,58154521.96915583
2000-09-28,10353.950509267648,53360.528137344314,27748.587364837298,18676184.84807051,68541598.39241877
2000-09-29,9573.031203821083,47414.039986497555,25655.723626240506,16594913.995274145,60903334.36265611
2000-09-30,6688.512623018814,37420.29566297314,17925.213829690423,13097103.482040599,48066369.779089
2000-10-01,6783.113000382304,50418.383537590555,18178.742841024574,17646434.238156695,64762413.65403507
2000-10-02,12739.140277774542,49300.17407120178,34140.895944435775,17255060.924920622,63326073.594458684
2000-10-03,10200.817375169854,46552.338472393414,27338.19056545521,16293318.465337694,59796478.767789334
2000-10-04,11695.694976515046,42400.71048704526,31344.462537060324,14840248.67046584,54463712.62060963
2000-10-05,7897.944569235104,45977.37068210751,21166.49144555008,16092079.738737626,59057932.64116709
2000-10-06,6502.396235654818,46707.7651558031,17426.421911554913,16347717.804531084,59996124.342629075
2000-10-07,4041.54801316913,46511.12603254047,10831.34867529327,16278894.111389164,59743541.38879823
2000-10-08,12210.265423190898,38676.94570828932,32723.511334151608,13536930.99790126,49680536.76229762
2000-10-09,3729.904433889121,33112.24089694237,9996.143882822844,11589284.313929828,42532673.43212247
2000-10-10,11560.509921203993,40520.64443224951,30982.166588826705,14182225.551287327,52048767.77322449
2000-10-11,9500.902114401155,35470.200988479985,25462.417666595098,12414570.345967995,45561473.16970254
2000-10-12,12338.282008544003,42448.555408822394,33066.59578289793,14856994.393087838,54525169.42263237
2000-10-13,11410.706849557902,46468.570209649784,30580.69435681518,16263999.573377425,59688878.43429515
2000-10-14,10084.107216255237,42352.44059615572,27025.407339564037,14823354.2086545,54401709.945762016
2000-10-15,10945.201298240494,41497.790153113936,29333.139479284524,14524226.553589879,53303911.451674856
2000-10-16,7434.88963768095,34168.33524440004,19925.504228984948,11958917.335540013,43889226.62143185
2000-10-17,10951.396444074897,51428.45790079157,29349.742470120724,17999960.265277047,66059854.17356676
2000-10-18,10406.726903714223,48526.87732155539,27890.02810195412,16984407.062544387,62332773.9195379
2000-10-19,11197.939478912216,29908.110092211893,30010.47780348474,10467838.532274162,38416967.41344617
2000-10-20,14116.197960255946,39328.17660702804,37831.410533485934,13764861.812459815,50517042.85172752
2000-10-21,9518.914777220087,38380.667840466085,25510.691602949835,13433233.744163128,49299967.84107868
